user_id,primary_category_id,primary_segment,secondary_category_ids,secondary_segments,age_group,gender,country,preferred_device
U00992,178,Pet Owner,"134,163,138","Beauty & Skincare Fan,Home Decorator,Beauty & Skincare Fan",18-24,Male,CA,tablet
U00993,206,Electronics Enthusiast,"10,48,147","Photographer,Beauty & Skincare Fan,Electronics Enthusiast",35-44,Male,AU,desktop
U00994,184,Baby & Kids Shopper,"145,5,91","Baby & Kids Shopper,Baby & Kids Shopper,Electronics Enthusiast",45-54,Other,CA,mobile
U00995,154,Electronics Enthusiast,87,Baby & Kids Shopper,35-44,Male,UK,tablet
U00996,250,Electronics Enthusiast,"236,16","Car Enthusiast,Car Enthusiast",18-24,Female,AU,mobile
U00997,19,Car Enthusiast,"26,10,159","Photographer,Car Enthusiast,Beauty & Skincare Fan",18-24,Other,CA,mobile
U00998,71,Electronics Enthusiast,"199,113,168","Cyclist,Home Decorator,Outdoor Adventurer",55+,Other,AU,mobile
U00999,250,Electronics Enthusiast,"190,191,114","Cyclist,Electronics Enthusiast,Home Decorator",55+,Male,UK,desktop
U01000,253,Gamer,"22,46","Electronics Enthusiast,Beauty & Skincare Fan",45-54,Female,IN,mobile
U01001,100,Fashion Shopper,"260,14","Car Enthusiast,Baby & Kids Shopper",25-34,Male,AU,desktop
U01002,209,Beauty & Skincare Fan,218,Baby & Kids Shopper,55+,Female,US,tablet
U01003,233,Car Enthusiast,"54,6","Fashion Shopper,Electronics Enthusiast",18-24,Female,CA,tablet
U01004,254,Gamer,"229,177,201","Baby & Kids Shopper,Home Decorator,Baby & Kids Shopper",55+,Male,IN,mobile
U01005,128,Beauty & Skincare Fan,244,Baby & Kids Shopper,25-34,Other,CA,tablet
U01006,130,Home Decorator,"9,8","Baby & Kids Shopper,DIY Crafter",45-54,Female,AU,tablet
U01007,221,Baby & Kids Shopper,"245,9","DIY Crafter,Gamer",25-34,Female,US,desktop
U01008,231,Baby & Kids Shopper,"190,83","Electronics Enthusiast,Electronics Enthusiast",55+,Female,UK,tablet
U01009,228,Outdoor Adventurer,20,Beauty & Skincare Fan,45-54,Male,UK,tablet
U01010,137,Baby & Kids Shopper,29,Baby & Kids Shopper,25-34,Male,US,mobile
U01011,259,Electronics Enthusiast,"168,120","Fashion Shopper,Home Decorator",35-44,Female,AU,mobile
U01012,244,Baby & Kids Shopper,"101,41,264","Baby & Kids Shopper,Traveler,Baby & Kids Shopper",35-44,Female,UK,desktop
U01013,201,Home Decorator,160,Baby & Kids Shopper,35-44,Other,US,tablet
U01014,1,DIY Crafter,250,Electronics Enthusiast,55+,Male,CA,desktop
U01015,126,Beauty & Skincare Fan,"180,249","Pet Owner,Baby & Kids Shopper",25-34,Other,CA,tablet
U01016,145,Electronics Enthusiast,"199,150,22","Electronics Enthusiast,Beauty & Skincare Fan,Outdoor Adventurer",35-44,Female,IN,desktop
U01017,141,Electronics Enthusiast,"208,53","Beauty & Skincare Fan,Baby & Kids Shopper",18-24,Male,CA,desktop
U01018,58,Electronics Enthusiast,128,Beauty & Skincare Fan,45-54,Female,CA,desktop
U01019,124,Baby & Kids Shopper,"251,7","DIY Crafter,Baby & Kids Shopper",35-44,Female,IN,desktop
U01020,153,DIY Crafter,"252,73,164","Electronics Enthusiast,Baby & Kids Shopper,Baby & Kids Shopper",18-24,Female,US,desktop
U01021,244,Baby & Kids Shopper,215,Home Decorator,45-54,Other,IN,desktop
U01022,207,Electronics Enthusiast,"149,4","Photographer,Electronics Enthusiast",55+,Male,IN,mobile
U01023,147,Electronics Enthusiast,"34,264","Baby & Kids Shopper,Baby & Kids Shopper",55+,Male,US,mobile
U01024,265,Baby & Kids Shopper,217,Baby & Kids Shopper,18-24,Male,UK,desktop
U01025,69,Electronics Enthusiast,"57,75","Electronics Enthusiast,Electronics Enthusiast",35-44,Female,CA,mobile
U01026,102,Fashion Shopper,45,Beauty & Skincare Fan,55+,Other,AU,tablet
U01027,203,Baby & Kids Shopper,245,Gamer,35-44,Other,AU,tablet
U01028,215,Home Decorator,"110,239,9","DIY Crafter,Fashion Shopper,Baby & Kids Shopper",25-34,Male,CA,tablet
U01029,145,Electronics Enthusiast,104,Fashion Shopper,55+,Male,IN,mobile
U01030,187,Electronics Enthusiast,"5,26,210","Baby & Kids Shopper,Car Enthusiast,Electronics Enthusiast",18-24,Female,IN,tablet
U01031,176,Beauty & Skincare Fan,"78,49","Beauty & Skincare Fan,Electronics Enthusiast",25-34,Male,CA,mobile
U01032,180,Pet Owner,173,Home Decorator,35-44,Other,UK,tablet
U01033,251,Baby & Kids Shopper,"19,214,160","Car Enthusiast,Baby & Kids Shopper,Electronics Enthusiast",45-54,Female,IN,mobile
U01034,201,Home Decorator,98,Fashion Shopper,45-54,Other,AU,desktop
U01035,43,Baby & Kids Shopper,114,Cyclist,35-44,Male,AU,mobile
U01036,178,Pet Owner,"89,211,97","Baby & Kids Shopper,Baby & Kids Shopper,Electronics Enthusiast",55+,Other,US,mobile
U01037,114,Cyclist,"10,173,232","Photographer,Home Decorator,Baby & Kids Shopper",18-24,Male,AU,mobile
U01038,94,Baby & Kids Shopper,"171,84","Baby & Kids Shopper,Car Enthusiast",18-24,Male,AU,desktop
U01039,203,Baby & Kids Shopper,"75,35,11","DIY Crafter,Baby & Kids Shopper,Electronics Enthusiast",25-34,Female,US,mobile
U01040,244,Baby & Kids Shopper,22,Electronics Enthusiast,45-54,Female,CA,desktop
U01041,45,Beauty & Skincare Fan,27,Car Enthusiast,45-54,Male,UK,mobile
U01042,183,Baby & Kids Shopper,"155,135","Baby & Kids Shopper,Electronics Enthusiast",18-24,Other,AU,desktop
U01043,81,Electronics Enthusiast,"211,4,225","Photographer,Electronics Enthusiast,Baby & Kids Shopper",35-44,Other,CA,tablet
U01044,107,Baby & Kids Shopper,"163,216,180","Beauty & Skincare Fan,Pet Owner,Baby & Kids Shopper",55+,Other,UK,desktop
U01045,94,Baby & Kids Shopper,"127,75","Electronics Enthusiast,Beauty & Skincare Fan",25-34,Male,UK,desktop
U01046,44,Baby & Kids Shopper,104,Fashion Shopper,25-34,Male,UK,tablet
U01047,44,Baby & Kids Shopper,"250,208","Baby & Kids Shopper,Electronics Enthusiast",18-24,Male,IN,tablet
U01048,63,Electronics Enthusiast,"262,47","Beauty & Skincare Fan,Baby & Kids Shopper",25-34,Female,IN,tablet
U01049,71,Electronics Enthusiast,"169,243,90","Baby & Kids Shopper,Beauty & Skincare Fan,Baby & Kids Shopper",35-44,Other,UK,mobile
U01050,231,Baby & Kids Shopper,"96,54","Electronics Enthusiast,Baby & Kids Shopper",25-34,Other,CA,tablet
U01051,131,Beauty & Skincare Fan,221,Baby & Kids Shopper,25-34,Male,US,tablet
U01052,65,Electronics Enthusiast,47,Beauty & Skincare Fan,35-44,Female,AU,mobile
U01053,127,Beauty & Skincare Fan,139,Electronics Enthusiast,45-54,Female,US,desktop
U01054,153,DIY Crafter,239,Baby & Kids Shopper,18-24,Female,IN,mobile
U01055,81,Electronics Enthusiast,"30,196,254","Baby & Kids Shopper,Electronics Enthusiast,Gamer",25-34,Other,AU,tablet
U01056,63,Electronics Enthusiast,"151,144,259","Baby & Kids Shopper,Baby & Kids Shopper,Electronics Enthusiast",55+,Male,CA,tablet
U01057,55,Photographer,69,Electronics Enthusiast,55+,Other,UK,tablet
U01058,3,Baby & Kids Shopper,"7,191","DIY Crafter,Home Decorator",25-34,Other,US,mobile
U01059,105,Traveler,120,Fashion Shopper,35-44,Female,UK,mobile
U01060,220,Baby & Kids Shopper,"180,179","Pet Owner,Pet Owner",45-54,Male,UK,desktop
U01061,256,Gamer,134,Beauty & Skincare Fan,25-34,Male,IN,tablet
U01062,63,Electronics Enthusiast,"167,262","Home Decorator,Baby & Kids Shopper",18-24,Other,CA,tablet
U01063,130,Home Decorator,"255,109,114","Fashion Shopper,Cyclist,Gamer",55+,Female,US,tablet
U01064,228,Outdoor Adventurer,"72,16,264","Car Enthusiast,Electronics Enthusiast,Baby & Kids Shopper",55+,Male,AU,desktop
U01065,249,Baby & Kids Shopper,"155,236,16","Car Enthusiast,Electronics Enthusiast,Car Enthusiast",35-44,Other,US,tablet
U01066,81,Electronics Enthusiast,"30,135,228","Baby & Kids Shopper,Baby & Kids Shopper,Outdoor Adventurer",25-34,Other,CA,desktop
U01067,153,DIY Crafter,255,Gamer,18-24,Male,US,mobile
U01068,224,Baby & Kids Shopper,163,Beauty & Skincare Fan,35-44,Male,CA,mobile
U01069,231,Baby & Kids Shopper,"152,55,12","Baby & Kids Shopper,Photographer,Baby & Kids Shopper",18-24,Male,IN,tablet
U01070,182,Baby & Kids Shopper,"179,124,166","Baby & Kids Shopper,Fashion Shopper,Pet Owner",55+,Other,US,tablet
U01071,id,primary_segment,"65,18","Car Enthusiast,Electronics Enthusiast",45-54,Male,AU,tablet
U01072,52,Beauty & Skincare Fan,"152,137,31","Baby & Kids Shopper,Baby & Kids Shopper,Baby & Kids Shopper",35-44,Other,CA,desktop
U01073,116,Fashion Shopper,"212,163,181","Beauty & Skincare Fan,Pet Owner,Baby & Kids Shopper",35-44,Male,UK,tablet
U01074,48,Beauty & Skincare Fan,38,Baby & Kids Shopper,25-34,Other,IN,mobile
U01075,9,DIY Crafter,"203,197,229","Home Decorator,Baby & Kids Shopper,Baby & Kids Shopper",35-44,Female,US,mobile
U01076,54,Electronics Enthusiast,118,Fashion Shopper,45-54,Other,AU,mobile
U01077,261,Baby & Kids Shopper,"200,118","Fashion Shopper,Sports Enthusiast",45-54,Male,CA,mobile
U01078,104,Fashion Shopper,103,Fashion Shopper,18-24,Male,IN,tablet
U01079,219,Baby & Kids Shopper,"69,207","Electronics Enthusiast,Electronics Enthusiast",25-34,Male,US,mobile
U01080,189,Electronics Enthusiast,"260,242,64","Electronics Enthusiast,Baby & Kids Shopper,Baby & Kids Shopper",25-34,Other,CA,tablet
U01081,1,DIY Crafter,"168,155","Electronics Enthusiast,Home Decorator",45-54,Male,UK,mobile
U01082,144,Baby & Kids Shopper,"161,222","Baby & Kids Shopper,Electronics Enthusiast",18-24,Female,AU,tablet
U01083,27,Car Enthusiast,"156,75,225","Electronics Enthusiast,Foodie,Baby & Kids Shopper",45-54,Female,CA,tablet
U01084,46,Beauty & Skincare Fan,"172,36","Baby & Kids Shopper,Baby & Kids Shopper",45-54,Male,UK,desktop
U01085,160,Baby & Kids Shopper,12,Baby & Kids Shopper,55+,Male,US,desktop
U01086,174,Home Decorator,"110,167","Fashion Shopper,Home Decorator",55+,Other,CA,mobile
U01087,70,Electronics Enthusiast,221,Baby & Kids Shopper,35-44,Male,IN,tablet
U01088,63,Electronics Enthusiast,"16,215,125","Car Enthusiast,Baby & Kids Shopper,Home Decorator",35-44,Other,IN,desktop
U01089,97,Baby & Kids Shopper,"60,109","Electronics Enthusiast,Fashion Shopper",25-34,Other,UK,mobile
U01090,12,Baby & Kids Shopper,"145,260,98","Fashion Shopper,Electronics Enthusiast,Baby & Kids Shopper",35-44,Female,US,mobile
U01091,3,Baby & Kids Shopper,"215,270,56","Electronics Enthusiast,Home Decorator,Baby & Kids Shopper",35-44,Other,CA,tablet
U01092,197,Home Decorator,110,Fashion Shopper,35-44,Other,CA,tablet
U01093,132,Sports Enthusiast,120,Fashion Shopper,25-34,Female,IN,mobile
U01094,79,Photographer,182,Baby & Kids Shopper,18-24,Other,US,desktop
U01095,4,Photographer,"183,212,6","Fashion Shopper,Baby & Kids Shopper,Baby & Kids Shopper",18-24,Female,AU,desktop
U01096,53,Beauty & Skincare Fan,20,Beauty & Skincare Fan,55+,Other,US,tablet
U01097,183,Baby & Kids Shopper,186,Home Decorator,55+,Male,IN,tablet
U01098,25,Car Enthusiast,"205,69","Electronics Enthusiast,Baby & Kids Shopper",25-34,Female,AU,tablet
U01099,210,Electronics Enthusiast,"12,44,249","Baby & Kids Shopper,Baby & Kids Shopper,Baby & Kids Shopper",18-24,Female,US,tablet
U01100,id,primary_segment,"46,25,76","Car Enthusiast,Beauty & Skincare Fan,Baby & Kids Shopper",35-44,Other,CA,tablet
U01101,260,Baby & Kids Shopper,"52,148","Beauty & Skincare Fan,Electronics Enthusiast",45-54,Female,US,tablet
U01102,121,Fashion Shopper,"145,41,249","Baby & Kids Shopper,Electronics Enthusiast,Baby & Kids Shopper",45-54,Male,IN,desktop
U01103,150,Beauty & Skincare Fan,"243,99","Traveler,Baby & Kids Shopper",55+,Other,AU,mobile
U01104,186,Home Decorator,"256,153,227","DIY Crafter,Photographer,Gamer",45-54,Female,CA,mobile
U01105,192,Electronics Enthusiast,187,Electronics Enthusiast,35-44,Other,US,tablet
U01106,215,Home Decorator,"170,222,52","Beauty & Skincare Fan,Baby & Kids Shopper,Electronics Enthusiast",35-44,Other,UK,desktop
U01107,69,Electronics Enthusiast,"127,125","Baby & Kids Shopper,Beauty & Skincare Fan",18-24,Female,CA,tablet
U01108,253,Gamer,"113,106","Outdoor Adventurer,Cyclist",18-24,Male,IN,mobile
U01109,193,Home Decorator,"263,76","Baby & Kids Shopper,Gamer",45-54,Other,UK,tablet
U01110,104,Fashion Shopper,"201,127","Beauty & Skincare Fan,Home Decorator",35-44,Female,CA,tablet
U01111,227,Photographer,73,Electronics Enthusiast,18-24,Female,UK,tablet
U01112,28,Sports Enthusiast,109,Fashion Shopper,25-34,Male,AU,desktop
U01113,99,Traveler,"254,256","Gamer,Gamer",55+,Male,US,tablet
U01114,220,Baby & Kids Shopper,"147,168,162","Electronics Enthusiast,Electronics Enthusiast,Home Decorator",45-54,Other,AU,desktop
U01115,198,Sports Enthusiast,"214,175,196","Baby & Kids Shopper,Electronics Enthusiast,Electronics Enthusiast",45-54,Male,CA,tablet
U01116,98,Fashion Shopper,"20,126,91","Beauty & Skincare Fan,Baby & Kids Shopper,Beauty & Skincare Fan",55+,Female,IN,tablet
U01117,145,Electronics Enthusiast,"81,50","Beauty & Skincare Fan,Electronics Enthusiast",45-54,Other,AU,tablet
U01118,176,Beauty & Skincare Fan,"34,175,199","Baby & Kids Shopper,Baby & Kids Shopper,Outdoor Adventurer",55+,Male,AU,tablet
U01119,65,Electronics Enthusiast,"46,57","Beauty & Skincare Fan,Electronics Enthusiast",55+,Female,AU,tablet
U01120,142,Beauty & Skincare Fan,"162,107","Baby & Kids Shopper,Electronics Enthusiast",55+,Female,CA,tablet
U01121,228,Outdoor Adventurer,"128,49","Beauty & Skincare Fan,Beauty & Skincare Fan",45-54,Male,US,tablet
U01122,231,Baby & Kids Shopper,"24,150","Car Enthusiast,Beauty & Skincare Fan",45-54,Female,US,desktop
U01123,194,Electronics Enthusiast,"56,190,235","Electronics Enthusiast,Electronics Enthusiast,Baby & Kids Shopper",18-24,Female,AU,mobile
U01124,34,Baby & Kids Shopper,230,Baby & Kids Shopper,55+,Other,CA,desktop
U01125,21,Car Enthusiast,"6,78,167","Fashion Shopper,Electronics Enthusiast,Home Decorator",45-54,Other,US,tablet
U01126,156,Foodie,"265,69","Electronics Enthusiast,Baby & Kids Shopper",55+,Other,CA,desktop
U01127,89,Baby & Kids Shopper,"154,76","Baby & Kids Shopper,Electronics Enthusiast",45-54,Other,AU,desktop
U01128,130,Home Decorator,"150,219","Beauty & Skincare Fan,Baby & Kids Shopper",55+,Other,IN,tablet
U01129,250,Electronics Enthusiast,255,Gamer,55+,Other,UK,mobile
U01130,175,Baby & Kids Shopper,241,Baby & Kids Shopper,35-44,Male,IN,desktop
U01131,259,Electronics Enthusiast,"201,261","Home Decorator,Baby & Kids Shopper",45-54,Female,IN,tablet
U01132,183,Baby & Kids Shopper,102,Fashion Shopper,55+,Female,AU,mobile
U01133,138,Home Decorator,"4,id,25","primary_segment,Photographer,Car Enthusiast",18-24,Other,UK,tablet
U01134,209,Beauty & Skincare Fan,"229,183,181","Pet Owner,Baby & Kids Shopper,Baby & Kids Shopper",45-54,Other,IN,tablet
U01135,96,Baby & Kids Shopper,234,Baby & Kids Shopper,18-24,Male,US,mobile
U01136,217,Baby & Kids Shopper,"214,30","Baby & Kids Shopper,Electronics Enthusiast",45-54,Female,US,desktop
U01137,243,Baby & Kids Shopper,"38,160","Baby & Kids Shopper,Baby & Kids Shopper",55+,Female,CA,mobile
U01138,155,Electronics Enthusiast,"133,124","Baby & Kids Shopper,Baby & Kids Shopper",35-44,Other,UK,desktop
U01139,212,Baby & Kids Shopper,"223,77,216","Electronics Enthusiast,Baby & Kids Shopper,Baby & Kids Shopper",18-24,Male,CA,mobile
U01140,260,Baby & Kids Shopper,"134,175,21","Car Enthusiast,Beauty & Skincare Fan,Baby & Kids Shopper",25-34,Male,IN,mobile
U01141,103,Fashion Shopper,"34,218","Baby & Kids Shopper,Baby & Kids Shopper",35-44,Other,IN,mobile
U01142,193,Home Decorator,"95,145","Baby & Kids Shopper,Electronics Enthusiast",55+,Other,UK,desktop
U01143,16,Car Enthusiast,"120,161,180","Fashion Shopper,Baby & Kids Shopper,Pet Owner",25-34,Male,UK,mobile
U01144,4,Photographer,"44,160","Baby & Kids Shopper,Baby & Kids Shopper",25-34,Male,CA,mobile
U01145,220,Baby & Kids Shopper,"201,40","Baby & Kids Shopper,Home Decorator",45-54,Female,UK,tablet
U01146,87,Baby & Kids Shopper,"123,263","Fashion Shopper,Gamer",25-34,Male,IN,mobile
U01147,251,Baby & Kids Shopper,"114,148,165","Cyclist,Electronics Enthusiast,Home Decorator",45-54,Other,UK,tablet
U01148,191,Home Decorator,"251,95,249","Baby & Kids Shopper,Baby & Kids Shopper,Baby & Kids Shopper",18-24,Other,AU,desktop
U01149,125,Baby & Kids Shopper,188,Electronics Enthusiast,18-24,Other,AU,tablet
U01150,259,Electronics Enthusiast,"122,260,9","DIY Crafter,Fashion Shopper,Baby & Kids Shopper",25-34,Male,CA,desktop
U01151,54,Electronics Enthusiast,"103,20","Beauty & Skincare Fan,Fashion Shopper",35-44,Female,IN,tablet
U01152,223,Baby & Kids Shopper,"173,166,101","Traveler,Fashion Shopper,Home Decorator",35-44,Other,CA,tablet
U01153,260,Baby & Kids Shopper,"206,264,139","Electronics Enthusiast,Electronics Enthusiast,Baby & Kids Shopper",25-34,Female,AU,mobile
U01154,91,Baby & Kids Shopper,125,Baby & Kids Shopper,55+,Other,CA,desktop
U01155,211,Electronics Enthusiast,"222,142,189","Beauty & Skincare Fan,Electronics Enthusiast,Electronics Enthusiast",35-44,Female,IN,mobile
U01156,114,Cyclist,"181,179","Pet Owner,Pet Owner",45-54,Male,AU,desktop
U01157,226,Baby & Kids Shopper,230,Baby & Kids Shopper,55+,Female,CA,desktop
U01158,83,Electronics Enthusiast,"68,63","Electronics Enthusiast,Fashion Shopper",18-24,Other,AU,mobile
U01159,17,Car Enthusiast,"56,18,198","Car Enthusiast,Electronics Enthusiast,Sports Enthusiast",25-34,Male,UK,tablet
U01160,103,Fashion Shopper,"55,105","Photographer,Traveler",45-54,Other,US,mobile
U01161,106,Outdoor Adventurer,"225,114,143","Cyclist,Electronics Enthusiast,Baby & Kids Shopper",55+,Male,CA,mobile
U01162,175,Baby & Kids Shopper,"164,1,70","DIY Crafter,Electronics Enthusiast,Baby & Kids Shopper",25-34,Other,IN,tablet
U01163,31,Baby & Kids Shopper,120,Fashion Shopper,25-34,Female,CA,mobile
U01164,113,Cyclist,180,Pet Owner,55+,Other,AU,desktop
U01165,91,Baby & Kids Shopper,"169,41","Baby & Kids Shopper,Beauty & Skincare Fan",35-44,Female,US,tablet
U01166,201,Home Decorator,"264,121,187","Fashion Shopper,Electronics Enthusiast,Baby & Kids Shopper",25-34,Male,AU,mobile
U01167,131,Beauty & Skincare Fan,"118,177","Fashion Shopper,Baby & Kids Shopper",35-44,Male,AU,desktop
U01168,155,Electronics Enthusiast,"210,159,143","Electronics Enthusiast,Beauty & Skincare Fan,Electronics Enthusiast",55+,Female,CA,tablet
U01169,255,Gamer,"91,174","Baby & Kids Shopper,Home Decorator",35-44,Male,CA,tablet
U01170,241,Baby & Kids Shopper,"47,199,264","Beauty & Skincare Fan,Outdoor Adventurer,Baby & Kids Shopper",35-44,Female,CA,tablet
U01171,123,Fashion Shopper,"157,261,214","DIY Crafter,Electronics Enthusiast,Baby & Kids Shopper",35-44,Male,UK,desktop
U01172,124,Baby & Kids Shopper,"229,227,113","Cyclist,Photographer,Baby & Kids Shopper",55+,Female,US,mobile
U01173,20,Beauty & Skincare Fan,4,Photographer,55+,Female,CA,tablet
U01174,146,Electronics Enthusiast,178,Pet Owner,35-44,Female,UK,desktop
U01175,182,Baby & Kids Shopper,"88,78,261","Electronics Enthusiast,Baby & Kids Shopper,Baby & Kids Shopper",55+,Other,UK,tablet
U01176,139,Electronics Enthusiast,"77,48","Beauty & Skincare Fan,Electronics Enthusiast",35-44,Other,US,tablet
U01177,240,Car Enthusiast,"159,33","Baby & Kids Shopper,Beauty & Skincare Fan",55+,Female,AU,mobile
U01178,45,Beauty & Skincare Fan,"234,46,130","Beauty & Skincare Fan,Home Decorator,Baby & Kids Shopper",35-44,Female,AU,tablet
U01179,142,Beauty & Skincare Fan,"24,249","Car Enthusiast,Baby & Kids Shopper",45-54,Male,US,desktop
U01180,259,Electronics Enthusiast,"207,155,232","Electronics Enthusiast,Electronics Enthusiast,Baby & Kids Shopper",45-54,Other,AU,tablet
U01181,123,Fashion Shopper,36,Baby & Kids Shopper,18-24,Other,UK,tablet
U01182,26,Car Enthusiast,270,Baby & Kids Shopper,35-44,Female,AU,desktop
U01183,226,Baby & Kids Shopper,"186,220,239","Home Decorator,Baby & Kids Shopper,Baby & Kids Shopper",45-54,Other,UK,desktop
U01184,153,DIY Crafter,"150,43,217","Baby & Kids Shopper,Beauty & Skincare Fan,Baby & Kids Shopper",25-34,Female,US,mobile
U01185,181,Pet Owner,"113,204,32","Baby & Kids Shopper,Cyclist,Beauty & Skincare Fan",35-44,Male,US,mobile
U01186,236,Car Enthusiast,"78,200","Electronics Enthusiast,Sports Enthusiast",25-34,Male,CA,desktop
U01187,174,Home Decorator,212,Baby & Kids Shopper,45-54,Other,AU,mobile
U01188,121,Fashion Shopper,"id,64,161","primary_segment,Electronics Enthusiast,Baby & Kids Shopper",18-24,Other,AU,mobile
U01189,172,Baby & Kids Shopper,109,Fashion Shopper,25-34,Other,UK,desktop
U01190,50,Beauty & Skincare Fan,96,Baby & Kids Shopper,18-24,Female,IN,desktop
U01191,94,Baby & Kids Shopper,245,Gamer,35-44,Other,AU,mobile
U01192,146,Electronics Enthusiast,141,Electronics Enthusiast,55+,Female,US,desktop
U01193,83,Electronics Enthusiast,"138,142","Home Decorator,Beauty & Skincare Fan",18-24,Other,IN,tablet
U01194,169,Beauty & Skincare Fan,249,Baby & Kids Shopper,18-24,Female,IN,tablet
U01195,259,Electronics Enthusiast,"113,215,189","Cyclist,Electronics Enthusiast,Home Decorator",45-54,Other,UK,tablet
U01196,211,Electronics Enthusiast,"177,245,134","Beauty & Skincare Fan,Baby & Kids Shopper,Gamer",55+,Other,IN,desktop
U01197,221,Baby & Kids Shopper,214,Electronics Enthusiast,35-44,Male,UK,desktop
U01198,71,Electronics Enthusiast,"176,132","Sports Enthusiast,Beauty & Skincare Fan",25-34,Female,AU,desktop
U01199,212,Baby & Kids Shopper,"217,108,154","Fashion Shopper,Electronics Enthusiast,Baby & Kids Shopper",45-54,Other,US,desktop
U01200,74,Electronics Enthusiast,75,Electronics Enthusiast,25-34,Female,UK,tablet
U01201,212,Baby & Kids Shopper,"142,72","Electronics Enthusiast,Beauty & Skincare Fan",25-34,Other,IN,mobile
U01202,218,Baby & Kids Shopper,"43,133","Baby & Kids Shopper,Baby & Kids Shopper",25-34,Female,US,desktop
U01203,143,Electronics Enthusiast,"79,153,114","Photographer,Cyclist,DIY Crafter",55+,Male,UK,mobile
U01204,28,Sports Enthusiast,"18,134,181","Car Enthusiast,Beauty & Skincare Fan,Pet Owner",25-34,Male,CA,desktop
U01205,155,Electronics Enthusiast,"208,54,143","Electronics Enthusiast,Electronics Enthusiast,Baby & Kids Shopper",45-54,Other,AU,desktop
U01206,216,Baby & Kids Shopper,"243,20,236","Beauty & Skincare Fan,Car Enthusiast,Baby & Kids Shopper",25-34,Other,US,mobile
U01207,99,Traveler,"207,80,54","Electronics Enthusiast,Electronics Enthusiast,Electronics Enthusiast",18-24,Female,CA,tablet
U01208,33,Baby & Kids Shopper,"122,146","Fashion Shopper,Electronics Enthusiast",55+,Male,US,mobile
U01209,30,Baby & Kids Shopper,"168,141,23","Car Enthusiast,Electronics Enthusiast,Home Decorator",45-54,Male,CA,desktop
U01210,88,Baby & Kids Shopper,"20,27","Beauty & Skincare Fan,Car Enthusiast",25-34,Other,CA,desktop
U01211,172,Baby & Kids Shopper,"201,47,222","Beauty & Skincare Fan,Home Decorator,Electronics Enthusiast",25-34,Female,US,mobile
U01212,80,Electronics Enthusiast,"209,146,204","Electronics Enthusiast,Beauty & Skincare Fan,Beauty & Skincare Fan",18-24,Other,AU,desktop
U01213,57,Electronics Enthusiast,"126,63,144","Electronics Enthusiast,Beauty & Skincare Fan,Baby & Kids Shopper",55+,Female,IN,tablet
U01214,140,Electronics Enthusiast,"172,229,245","Baby & Kids Shopper,Baby & Kids Shopper,Gamer",35-44,Male,UK,desktop
U01215,137,Baby & Kids Shopper,"53,74","Beauty & Skincare Fan,Electronics Enthusiast",45-54,Other,US,tablet
U01216,141,Electronics Enthusiast,"28,136","Sports Enthusiast,Sports Enthusiast",55+,Female,UK,mobile
U01217,7,DIY Crafter,196,Electronics Enthusiast,18-24,Other,AU,mobile
U01218,10,Photographer,"207,265","Electronics Enthusiast,Baby & Kids Shopper",35-44,Female,CA,mobile
U01219,104,Fashion Shopper,"78,147","Electronics Enthusiast,Electronics Enthusiast",45-54,Other,CA,desktop
U01220,147,Electronics Enthusiast,161,Baby & Kids Shopper,25-34,Male,IN,tablet
U01221,101,Traveler,"94,198,18","Car Enthusiast,Baby & Kids Shopper,Sports Enthusiast",35-44,Other,UK,desktop
U01222,189,Electronics Enthusiast,"73,1,219","DIY Crafter,Electronics Enthusiast,Baby & Kids Shopper",18-24,Other,UK,mobile
U01223,58,Electronics Enthusiast,"169,154,150","Beauty & Skincare Fan,Electronics Enthusiast,Beauty & Skincare Fan",45-54,Other,IN,desktop
U01224,227,Photographer,265,Baby & Kids Shopper,45-54,Female,AU,desktop
U01225,190,Electronics Enthusiast,"130,12","Baby & Kids Shopper,Home Decorator",45-54,Male,CA,desktop
U01226,87,Baby & Kids Shopper,"241,65","Electronics Enthusiast,Baby & Kids Shopper",25-34,Male,US,tablet
U01227,9,DIY Crafter,"174,250","Home Decorator,Electronics Enthusiast",55+,Female,US,tablet
U01228,259,Electronics Enthusiast,"177,40","Baby & Kids Shopper,Baby & Kids Shopper",18-24,Female,CA,desktop
U01229,209,Beauty & Skincare Fan,"154,190,201","Electronics Enthusiast,Electronics Enthusiast,Home Decorator",35-44,Male,AU,tablet
U01230,243,Baby & Kids Shopper,"231,77,91","Electronics Enthusiast,Baby & Kids Shopper,Baby & Kids Shopper",45-54,Other,IN,tablet
U01231,209,Beauty & Skincare Fan,"36,170,192","Baby & Kids Shopper,Baby & Kids Shopper,Electronics Enthusiast",25-34,Female,US,mobile
U01232,160,Baby & Kids Shopper,"135,168","Baby & Kids Shopper,Home Decorator",35-44,Female,CA,desktop
U01233,50,Beauty & Skincare Fan,"13,139,209","Home Decorator,Electronics Enthusiast,Beauty & Skincare Fan",25-34,Other,UK,tablet
U01234,139,Electronics Enthusiast,248,Gamer,55+,Female,IN,desktop
U01235,9,DIY Crafter,"79,231","Photographer,Baby & Kids Shopper",18-24,Male,IN,tablet
U01236,43,Baby & Kids Shopper,213,Electronics Enthusiast,55+,Female,US,tablet
U01237,242,Baby & Kids Shopper,70,Electronics Enthusiast,25-34,Female,IN,desktop
